| Product ID | Product Name            | Description                                       | Price | Category          | Halal Certificate |
| PC2        | Organic Aloe Vera Shampoo   | Nourishing shampoo with organic aloe vera extract.  | $8.49 | Hair Care       | Yes     |
| PC3        | Bamboo Charcoal Toothpaste  | Whitening toothpaste with natural bamboo charcoal.  | $4.99 | Oral Care       | No      |
| PC4        | Lavender Essential Oil      | Pure lavender essential oil for aromatherapy.       | $12.99 | Aromatherapy    | Yes     |
| PC5        | Vitamin C Face Serum        | Revitalizing face serum with vitamin C.             | $14.99 | Skin Care       | No      |
| PC6        | Natural Deodorant Stick     | Aluminum-free deodorant with a fresh scent.         | $6.49 | Deodorants      | Yes     |
| PC7        | Bamboo Toothbrush Set       | Eco-friendly toothbrush set made from bamboo.       | $3.99 | Oral Care       | Yes     |
| PC8        | Tea Tree Oil Shaving Cream  | Shaving cream enriched with tea tree oil.           | $5.99 | Shaving         | No      |
| PC9        | Organic Lavender Lotion     | Hydrating body lotion with organic lavender.        | $7.99 | Body Care       | Yes     |
| PC10       | Citrus Burst Body Wash      | Invigorating body wash with a burst of citrus.      | $4.49 | Body Care       | No      |
| ...        | ...                         | ...                                                 | ...   | ...             | ...     |
| PC91       | Gentle Baby Shampoo         | Tear-free shampoo for delicate baby hair.           | $6.99 | Baby Care       | Yes     |
| PC92       | Men's Energizing Cologne    | Energizing cologne with a masculine scent.         | $18.99 | Fragrances      | No      |
| PC93       | Herbal Relaxation Bath Salts| Soothing bath salts infused with herbal extracts.   | $9.99 | Bath & Body     | Yes     |
| PC94       | Coconut Oil Hair Mask       | Deep conditioning hair mask with coconut oil.     | $12.49 | Hair Care       | Yes     |
| PC95       | Rejuvenating Rose Toner     | Rose-infused toner for refreshing the skin.        | $11.99 | Skin Care       | Yes     |
| PC96       | Natural Insect Repellent    | DEET-free insect repellent for outdoor protection.| $5.49 | Outdoor Care    | Yes     |
| PC97       | Charcoal Infused Face Scrub | Exfoliating face scrub with activated charcoal.    | $7.99 | Skin Care       | No      |
| PC98       | Cooling Aloe Vera Gel       | Cooling gel with aloe vera for sunburn relief.     | $4.99 | Sun Care        | No      |
| PC99       | Organic Cotton Swabs        | Biodegradable cotton swabs made from organic cotton.| $2.49 | Accessories     | Yes     |
| PC100      | Scented Drawer Liners       | Lavender-scented liners for fresh drawers.         | $3.99 | Home Fragrance  | No      |
| BC1        | Baby Shampoo               | Gentle and tear-free shampoo for baby's hair.     | $4.99 | Baby Care  | No                |
| BC2        | Diaper Rash Cream          | Soothing cream for preventing and treating rashes. | $3.49 | Baby Care  | No                |
| BC3        | Baby Wipes                 | Fragrance-free wipes for gentle cleaning.          | $2.99 | Baby Care  | No                |
| BC4        | Baby Lotion                | Moisturizing lotion for baby's soft skin.          | $5.99 | Baby Care  | No                |
| BC5        | Baby Powder                | Talc-free powder for keeping baby's skin dry.      | $2.79 | Baby Care  | No                |
| BC6        | Baby Bath Tub              | Portable and comfortable tub for baby baths.       | $12.99| Baby Care  | No                |
| BC7        | Pacifier Set               | BPA-free pacifiers in assorted designs.           | $3.49 | Baby Care  | No                |
| BC8        | Baby Onesies (Pack of 5)   | Soft and cozy onesies for everyday wear.           | $14.99| Baby Care  | No                |
| BC9        | Baby Blanket               | Warm and plush blanket for naptime.                | $7.99 | Baby Care  | No                |
| BC10       | Baby Nail Clippers         | Safe and easy-to-use nail clippers for infants.   | $2.49 | Baby Care  | No                |
| ...        | ...                        | ...                                               | ...   | ...        | ...               |
| BC91       | Baby Sippy Cup (Set of 2)  | Spill-proof sippy cups for transitioning to solids.| $6.99 | Baby Care  | No                |
| BC92       | Baby Hair Brush            | Soft-bristle brush for grooming baby's hair.       | $1.99 | Baby Care  | No                |
| BC93       | Baby Socks (Set of 6)      | Cute and comfortable socks for tiny feet.          | $5.99 | Baby Care  | No                |
| BC94       | Baby Sunscreen SPF 50      | High SPF sunscreen for protecting baby's skin.     | $8.49 | Baby Care  | No                |
| BC95       | Baby Teething Toys (Set of 3)| BPA-free teething toys for soothing gums.        | $9.99 | Baby Care  | No                |
| BC96       | Baby Sleepsack             | Cozy sleepsack for a comfortable night's sleep.    | $11.99| Baby Care  | No                |
| BC97       | Baby Nasal Aspirator       | Gentle aspirator for clearing baby's nasal passages.| $4.29 | Baby Care  | No                |
| BC98       | Baby Activity Gym          | Colorful and interactive gym for playtime.         | $19.99| Baby Care  | No                |
| BC99       | Baby Milestone Book        | Keepsake book for recording baby's milestones.     | $7.49 | Baby Care  | No                |
| BC100      | Baby Diaper Bag            | Stylish and spacious diaper bag for on-the-go.     | $22.99| Baby Care  | No                |
| PS1        | Premium Dog Food              | Nutrient-rich dog food for a healthy pet.           | $12.99 | Pet Supplies      | No      |
| PS2        | Catnip Toy                    | Interactive catnip toy for playful cats.            | $5.49  | Pet Supplies      | No      |
| PS3        | Fish Tank Starter Kit          | Complete aquarium kit for beginner fish enthusiasts.| $29.99 | Pet Supplies      | No      |
| PS4        | Small Animal Bedding          | Soft bedding for small animals' comfort.            | $3.99  | Pet Supplies      | Yes     |
| PS5        | Bird Cage                      | Spacious bird cage for a happy feathered friend.    | $19.99 | Pet Supplies      | No      |
| PS6        | Dog Grooming Kit              | Essential grooming tools for a well-kept pup.       | $15.79 | Pet Supplies      | No      |
| PS7        | Freshwater Fish Food          | Specially formulated food for freshwater fish.     | $8.49  | Pet Supplies      | No      |
| PS8        | Cat Litter                    | Odor-absorbing cat litter for a clean environment.  | $7.99  | Pet Supplies      | Yes     |
| PS9        | Chew Toys for Dogs            | Durable chew toys to keep your dog entertained.     | $6.99  | Pet Supplies      | No      |
| PS10       | Reptile Heat Lamp             | Heat lamp for reptiles to maintain optimal temperature.| $11.99 | Pet Supplies      | No      |
| ...        | ...                           | ...                                                | ...   | ...               | ...     |
| PS91       | Pet Stain and Odor Remover    | Effective cleaner for pet stains and odors.         | $4.99  | Pet Supplies      | No      |
| PS92       | Rabbit Hutch                  | Spacious hutch for a happy and healthy rabbit.     | $39.99 | Pet Supplies      | No      |
| PS93       | Hamster Wheel                 | Exercise wheel for hamsters to stay active.        | $3.49  | Pet Supplies      | No      |
| PS94       | Puppy Training Pads           | Absorbent training pads for housebreaking puppies.  | $8.99  | Pet Supplies      | No      |
| PS95       | Turtle Pellets                | Pellets with essential nutrients for pet turtles.  | $5.49  | Pet Supplies      | Yes     |
| PS96       | Guinea Pig Hay                | High-quality hay for guinea pigs' digestion.       | $2.99  | Pet Supplies      | Yes     |
| PS97       | Doggy Raincoat                | Waterproof raincoat to keep your dog dry in the rain.| $10.49 | Pet Supplies      | No      |
| PS98       | Bird Treats                   | Tasty treats for training and rewarding birds.    | $3.79  | Pet Supplies      | No      |
| PS99       | Cat Grooming Brush            | Gentle brush for grooming your cat's fur.          | $4.49  | Pet Supplies      | No      |
| PS100      | Aquarium Decorations          | Vibrant decorations to enhance your aquarium.      | $6.99  | Pet Supplies      | No      |
| HW1        | Organic Green Tea Extract   | Pure organic green tea extract for antioxidant boost.| $8.99 | Health & Wellness  | No                |
| HW2        | Omega-3 Fish Oil Capsules    | High-potency omega-3 fish oil capsules for heart health.| $12.49 | Health & Wellness | No                |
| HW3        | Vegan Protein Powder        | Plant-based vegan protein powder for muscle recovery.| $19.99 | Health & Wellness | Yes               |
| HW4        | Multivitamin Gummies        | Delicious multivitamin gummies for daily nutrition.  | $14.99 | Health & Wellness | No                |
| HW5        | Natural Sleep Aid           | Herbal blend for a restful night's sleep.             | $10.79 | Health & Wellness | No                |
| HW6        | Organic Kale Chips          | Baked organic kale chips, a nutritious snack.        | $3.99 | Health & Wellness | Yes               |
| HW7        | Collagen Peptides Powder    | Collagen peptides for skin, hair, and joint health.  | $22.99 | Health & Wellness | No                |
| HW8        | Ayurvedic Herbal Tea        | Traditional Ayurvedic herbal tea blend.              | $5.49 | Health & Wellness | No                |
| HW9        | Gluten-Free Protein Bars    | Gluten-free protein bars for on-the-go nutrition.    | $2.79 | Health & Wellness | Yes               |
| HW10       | Aloe Vera Gel               | Pure aloe vera gel for skin hydration.               | $7.49 | Health & Wellness | No                |
| ...        | ...                         | ...                                                  | ...   | ...                | ...               |
| HW91       | Elderberry Immune Support   | Elderberry supplement for immune system support.     | $14.99 | Health & Wellness | No                |
| HW92       | Non-GMO Soy Protein         | Non-GMO soy protein isolate for muscle building.     | $16.99 | Health & Wellness | Yes               |
| HW93       | Meditation Cushion          | Comfortable meditation cushion for mindfulness.     | $29.99 | Health & Wellness | No                |
| HW94       | Organic Turmeric Capsules   | Organic turmeric capsules for anti-inflammatory benefits.| $9.99 | Health & Wellness | No                |
| HW95       | Coconut Water               | Natural coconut water for hydration.                | $2.29 | Health & Wellness | No                |
| HW96       | Bamboo Fiber Toothbrush     | Eco-friendly bamboo fiber toothbrush.               | $3.49 | Health & Wellness | No                |
| HW97       | Plant-Based Omega-3 Supplement| Plant-derived omega-3 supplement for heart health.| $18.49 | Health & Wellness | Yes               |
| HW98       | Chia Seed Pudding Cups      | Convenient chia seed pudding cups for a quick snack.| $4.99 | Health & Wellness | No                |
| HW99       | Himalayan Salt Lamp         | Himalayan salt lamp for ambiance and air purification.| $19.99 | Health & Wellness | No                |
| HW100      | Yoga Mat                    | High-quality yoga mat for comfortable practice.     | $24.99 | Health & Wellness | No                |
| IF1        | Japanese Ramen          | Authentic Japanese ramen noodles with savory broth.| $3.99 | Noodles & Pasta   | No                |
| IF2        | Italian Olive Oil        | Extra virgin olive oil from the hills of Italy.   | $7.49 | Condiments & Oils | No                |
| IF3        | French Baguette          | Crispy French baguette, perfect with cheese.      | $2.29 | Bakery            | No                |
| IF4        | Indian Curry Paste       | Spicy curry paste for flavorful Indian dishes.    | $4.99 | Condiments & Oils | No                |
| IF5        | Mexican Salsa            | Zesty Mexican salsa with tomatoes and spices.     | $1.99 | Condiments & Oils | No                |
| IF6        | Spanish Paella           | Traditional Spanish paella with saffron-infused rice.| $9.99 | Ready Meals       | No                |
| IF7        | Thai Coconut Milk        | Creamy coconut milk for Thai curries and desserts.| $2.79 | Canned Goods      | No                |
| IF8        | Greek Feta Cheese        | Authentic Greek feta cheese for salads and pastries.| $5.49 | Dairy & Eggs      | No                |
| IF9        | Chinese Five-Spice       | A blend of five spices for Chinese cuisine.       | $3.29 | Spices & Seasonings | No              |
| IF10       | Brazilian Coffee Beans   | Premium Brazilian coffee beans for a rich brew.   | $8.99 | Beverages         | No                |
| ...        | ...                     | ...                                               | ...   | ...               | ...               |
| IF91       | Moroccan Couscous       | Fluffy Moroccan couscous for a quick meal.        | $2.99 | Pasta & Grains    | No                |
| IF92       | Vietnamese Pho           | Instant Vietnamese pho noodles with broth.       | $4.49 | Noodles & Pasta   | No                |
| IF93       | Swiss Chocolate          | Rich and velvety Swiss chocolate bars.           | $3.99 | Sweets & Chocolates | No              |
| IF94       | Australian Lamb Chops   | Tender Australian lamb chops for grilling.       | $11.99 | Meat & Poultry    | No                |
| IF95       | Jamaican Jerk Seasoning  | Spicy Jamaican jerk seasoning for BBQ dishes.    | $2.79 | Spices & Seasonings | No              |
| IF96       | Irish Whiskey            | Smooth Irish whiskey for sipping or cocktails.   | $19.99 | Beverages         | No                |
| IF97       | Korean Kimchi            | Traditional Korean kimchi for a spicy kick.      | $3.49 | Pickles & Fermented Foods | No            |
| IF98       | Dutch Gouda Cheese       | Creamy Dutch Gouda cheese for snacking.          | $6.99 | Dairy & Eggs      | No                |
| IF99       | Nigerian Jollof Rice     | Nigerian-style jollof rice with flavorful spices.| $5.99 | Ready Meals       | No                |
| IF100      | Lebanese Baklava         | Sweet Lebanese baklava with layers of filo pastry.| $7.99 | Sweets & Chocolates | No              |
| P1001      | Organic Avocado          | Fresh, organic avocados from sustainable farms.   | $2.99 | Fruits & Vegetables | No                |
| P1002      | Natural Almond Butter     | Creamy almond butter made from natural almonds.   | $5.49 | Condiments & Oils | No                |
| P1003      | Organic Quinoa           | Premium organic quinoa for a wholesome meal.      | $4.99 | Pasta & Grains    | No                |
| P1004      | Natural Greek Yogurt      | Thick and creamy Greek yogurt with live cultures. | $3.99 | Dairy & Eggs      | No                |
| P1005      | Organic Kale              | Fresh organic kale, rich in vitamins.             | $2.49 | Fruits & Vegetables | No                |
| P1006      | Natural Honey             | Pure and natural honey from local beekeepers.     | $7.99 | Condiments & Oils | No                |
| P1007      | Organic Chia Seeds        | Organic chia seeds for a healthy diet.           | $3.29 | Snacks            | No                |
| P1008      | Natural Almond Milk       | Non-dairy almond milk made from natural almonds. | $4.49 | Dairy & Eggs      | No                |
| P1009      | Organic Spinach           | Organic spinach, packed with nutrients.           | $2.79 | Fruits & Vegetables | No                |
| P1010      | Natural Coconut Water     | Refreshing coconut water, 100% natural.          | $2.99 | Beverages         | No                |
| ...        | ...                      | ...                                               | ...   | ...               | ...               |
| P1091      | Natural Granola           | Crunchy granola with natural ingredients.        | $4.99 | Breakfast         | No                |
| P1092      | Organic Flaxseed          | Nutrient-rich organic flaxseed for a healthy diet.| $2.79 | Snacks            | No                |
| P1093      | Natural Maple Syrup        | Pure maple syrup, perfect for pancakes.           | $7.49 | Condiments & Oils | No                |
| P1094      | Organic Tomato Sauce      | Organic tomato sauce for pasta and pizzas.       | $3.99 | Condiments & Oils | No                |
| P1095      | Natural Nut Mix           | Assorted natural nuts for a quick snack.         | $5.99 | Snacks            | No                |
| P1096      | Organic Coconut Flour     | Gluten-free organic coconut flour for baking.    | $5.99 | Pasta & Grains    | No                |
| P1097      | Natural Green Tea          | Pure and natural green tea leaves.               | $3.49 | Beverages         | No                |
| P1098      | Organic Almond Granola    | Organic granola with almonds and dried fruits.   | $6.49 | Breakfast         | No                |
| P1099      | Natural Fruit Smoothie    | Natural fruit smoothie blend with no added sugar.| $4.99 | Beverages         | No                |
| P1100      | Organic Mixed Berries     | Frozen mix of organic berries.                   | $5.49 | Frozen Foods      | No                |
| GF1        | Quinoa & Kale Salad     | Nutrient-packed quinoa and kale salad.            | $4.99 | Ready Meals       | No                |
| GF2        | Gluten-Free Bread       | Sliced gluten-free bread for a wheat-free option. | $3.99 | Bakery            | Yes               |
| GF3        | Cauliflower Pizza Crust  | Gluten-free cauliflower pizza crust.              | $5.49 | Frozen Foods      | No                |
| GF4        | Organic Brown Rice      | Gluten-free, long-grain brown rice.               | $2.99 | Pasta & Grains    | Yes               |
| GF5        | Almond Flour            | Gluten-free almond flour for baking.              | $8.99 | Pasta & Grains    | No                |
| GF6        | Gluten-Free Pasta       | Spiral-shaped gluten-free pasta.                  | $3.79 | Pasta & Grains    | Yes               |
| GF7        | Quinoa Crackers         | Crispy gluten-free crackers made with quinoa.     | $2.79 | Snacks            | No                |
| GF8        | Gluten-Free Oats        | Rolled oats processed in a gluten-free facility.  | $4.49 | Breakfast         | Yes               |
| GF9        | Chickpea Flour          | Versatile chickpea flour for gluten-free cooking. | $3.99 | Condiments & Oils | No                |
| GF10       | Gluten-Free Brownies    | Indulgent gluten-free brownies.                   | $5.99 | Snacks            | No                |
| ...        | ...                     | ...                                               | ...   | ...               | ...               |
| GF91       | Gluten-Free Pancake Mix | Easy-to-make gluten-free pancake mix.             | $4.99 | Breakfast         | No                |
| GF92       | Quinoa & Black Bean Bowl | Gluten-free quinoa and black bean bowl.           | $6.49 | Ready Meals       | Yes               |
| GF93       | Coconut Flour           | Gluten-free coconut flour for baking.             | $5.99 | Pasta & Grains    | No                |
| GF94       | Gluten-Free Pizza        | Ready-to-bake gluten-free pizza.                 | $7.99 | Frozen Foods      | No                |
| GF95       | Chickpea Pasta          | Gluten-free pasta made from chickpeas.           | $4.99 | Pasta & Grains    | No                |
| GF96       | Gluten-Free Waffle Mix   | Gluten-free mix for delicious waffles.           | $3.49 | Breakfast         | No                |
| GF97       | Quinoa & Berry Parfait  | Gluten-free quinoa and berry parfait.            | $4.99 | Breakfast         | No                |
| GF98       | Gluten-Free Granola      | Crunchy gluten-free granola with nuts and seeds. | $5.99 | Breakfast         | No                |
| GF99       | Cauliflower Gnocchi      | Gluten-free cauliflower gnocchi.                 | $6.99 | Frozen Foods      | No                |
| GF100      | Gluten-Free Chocolate Cake| Rich and moist gluten-free chocolate cake.      | $8.49 | Bakery            | No                |
| V1         | Organic Tofu                 | Non-GMO, organic tofu for versatile recipes.      | $2.99 | Vegetarian & Vegan | No                |
| V2         | Quinoa Salad                 | Nutrient-rich quinoa salad with fresh veggies.    | $4.49 | Vegetarian & Vegan | Yes               |
| V3         | Chickpea Pasta               | Gluten-free pasta made from chickpeas.            | $3.79 | Vegetarian & Vegan | Yes               |
| V4         | Vegan Cheese                 | Dairy-free vegan cheese alternative.              | $5.99 | Vegetarian & Vegan | Yes               |
| V5         | Spinach and Artichoke Dip    | Creamy dip with spinach and artichokes.           | $3.99 | Vegetarian & Vegan | No                |
| V6         | Lentil Soup                  | Hearty lentil soup with vegetables.               | $2.49 | Vegetarian & Vegan | Yes               |
| V7         | Almond Milk                  | Unsweetened almond milk for a dairy-free option.  | $3.49 | Vegetarian & Vegan | Yes               |
| V8         | Vegan Chocolate Bars         | Dark chocolate bars made without dairy.           | $4.99 | Vegetarian & Vegan | Yes               |
| V9         | Veggie Burger                | Plant-based veggie burger patty.                  | $6.49 | Vegetarian & Vegan | Yes               |
| V10        | Avocado                       | Fresh avocados, perfect for salads and sandwiches.| $1.99 | Vegetarian & Vegan | No                |
| ...        | ...                          | ...                                               | ...   | ...               | ...               |
| V91        | Vegan Caesar Salad           | Classic Caesar salad made with vegan ingredients. | $5.99 | Vegetarian & Vegan | Yes               |
| V92        | Coconut Yogurt               | Dairy-free coconut yogurt with live cultures.     | $4.99 | Vegetarian & Vegan | Yes               |
| V93        | Vegan Protein Powder         | Plant-based protein powder for shakes and smoothies.| $19.99 | Vegetarian & Vegan | Yes               |
| V94        | Stuffed Mushrooms            | Mushrooms stuffed with herbs and breadcrumbs.     | $4.79 | Vegetarian & Vegan | No                |
| V95        | Vegan Ice Cream              | Non-dairy ice cream in various flavors.           | $6.99 | Vegetarian & Vegan | Yes               |
| V96        | Quinoa and Black Bean Bowl   | Protein-packed bowl with quinoa and black beans.  | $7.49 | Vegetarian & Vegan | Yes               |
| V97        | Vegan Pesto                  | Basil pesto made without parmesan.               | $3.99 | Vegetarian & Vegan | Yes               |
| V98        | Cauliflower Wings            | Crispy cauliflower wings with buffalo sauce.     | $5.49 | Vegetarian & Vegan | Yes               |
| V99        | Vegan Breakfast Burrito      | Breakfast burrito with tofu and veggies.         | $4.99 | Vegetarian & Vegan | Yes               |
| V100       | Vegan Brownies               | Fudgy brownies made without eggs and dairy.      | $3.99 | Vegetarian & Vegan | Yes               |
| DA1        | Almond Milk                | Nutrient-rich almond milk for a dairy-free option.| $3.49 | Dairy Alternatives     | No                |
| DA2        | Soy Milk                   | Creamy soy milk for a plant-based choice.         | $2.99 | Dairy Alternatives     | Yes               |
| DA3        | Coconut Milk               | Rich and indulgent coconut milk alternative.      | $2.79 | Dairy Alternatives     | No                |
| DA4        | Oat Milk                   | Smooth and versatile oat milk for various uses.   | $3.99 | Dairy Alternatives     | Yes               |
| DA5        | Cashew Milk                | Creamy cashew milk for a luxurious taste.         | $4.49 | Dairy Alternatives     | No                |
| DA6        | Rice Milk                  | Light and refreshing rice milk alternative.       | $2.49 | Dairy Alternatives     | No                |
| DA7        | Hemp Milk                  | Nutty hemp milk for a unique flavor.              | $4.99 | Dairy Alternatives     | Yes               |
| DA8        | Flaxseed Milk              | Omega-3-rich flaxseed milk for a healthy choice.  | $3.79 | Dairy Alternatives     | No                |
| DA9        | Pea Milk                   | Protein-packed pea milk for a nutritious option.  | $5.49 | Dairy Alternatives     | Yes               |
| DA10       | Macadamia Milk             | Creamy macadamia milk for a decadent treat.       | $6.99 | Dairy Alternatives     | No                |
| ...        | ...                        | ...                                              | ...   | ...                    | ...               |
| DA91       | Quinoa Milk                | Quinoa-based milk for a unique plant-based option.| $4.29 | Dairy Alternatives     | No                |
| DA92       | Pistachio Milk             | Rich and flavorful pistachio milk alternative.    | $7.99 | Dairy Alternatives     | No                |
| DA93       | Sunflower Seed Milk        | Light and nutty sunflower seed milk.              | $3.29 | Dairy Alternatives     | No                |
| DA94       | Banana Milk                | Sweet and creamy banana-flavored milk.            | $2.99 | Dairy Alternatives     | No                |
| DA95       | Walnut Milk                | Nutrient-dense walnut milk for a wholesome choice.| $5.79 | Dairy Alternatives     | No                |
| DA96       | Hazelnut Milk              | Indulgent hazelnut milk for a rich flavor.       | $6.49 | Dairy Alternatives     | No                |
| DA97       | Chia Seed Milk             | Chia seed-infused milk for added benefits.       | $4.49 | Dairy Alternatives     | Yes               |
| DA98       | Pecan Milk                 | Smooth and buttery pecan milk alternative.       | $8.99 | Dairy Alternatives     | No                |
| DA99       | Sesame Milk                | Nutty sesame milk for a unique taste.            | $3.99 | Dairy Alternatives     | No                |
| DA100      | Avocado Milk               | Creamy avocado milk for a decadent treat.         | $6.79 | Dairy Alternatives     | No                |
| P1001      | Organic Basil          | Fresh organic basil leaves for culinary delights.    | $2.99 | Fresh Herbs & Spices | No                |
| P1002      | Cilantro Bunch         | A bunch of aromatic cilantro for flavor-packed dishes.| $1.49 | Fresh Herbs & Spices | No                |
| P1003      | Ground Cumin           | Finely ground cumin for adding depth to your recipes.| $2.79 | Fresh Herbs & Spices | No                |
| P1004      | Thyme Leaves           | Fragrant thyme leaves for seasoning various dishes.  | $1.99 | Fresh Herbs & Spices | No                |
| P1005      | Rosemary Sprigs        | Fresh rosemary sprigs for a hint of piney flavor.    | $2.49 | Fresh Herbs & Spices | No                |
| P1006      | Organic Dill           | Organic dill leaves for a burst of freshness.        | $2.29 | Fresh Herbs & Spices | No                |
| P1007      | Ground Coriander       | Ground coriander for a citrusy and warm flavor.      | $2.99 | Fresh Herbs & Spices | No                |
| P1008      | Chopped Garlic         | Conveniently chopped garlic for easy cooking.        | $3.49 | Fresh Herbs & Spices | No                |
| P1009      | Mint Leaves            | Refreshing mint leaves for teas and garnishes.      | $1.79 | Fresh Herbs & Spices | No                |
| P1010      | Smoked Paprika         | Smoky and spicy paprika to enhance your dishes.      | $2.49 | Fresh Herbs & Spices | No                |
| ...        | ...                    | ...                                                  | ...   | ...                | ...               |
| P1091      | Lemongrass Stalks      | Lemongrass stalks for a citrusy and herbal flavor.   | $2.99 | Fresh Herbs & Spices | No                |
| P1092      | Ground Turmeric        | Ground turmeric for a warm and earthy taste.         | $1.99 | Fresh Herbs & Spices | No                |
| P1093      | Bay Leaves              | Dried bay leaves for soups, stews, and sauces.      | $1.49 | Fresh Herbs & Spices | No                |
| P1094      | Vanilla Pods            | Whole vanilla pods for infusing desserts and drinks.| $4.99 | Fresh Herbs & Spices | No                |
| P1095      | Saffron Threads         | Premium saffron threads for rich and vibrant color.  | $9.99 | Fresh Herbs & Spices | No                |
| P1096      | Ground Ginger           | Ground ginger for adding warmth to your recipes.     | $2.29 | Fresh Herbs & Spices | No                |
| P1097      | Tarragon Leaves         | Tarragon leaves for a distinct anise-like flavor.   | $2.79 | Fresh Herbs & Spices | No                |
| P1098      | Ground Cardamom         | Ground cardamom for a sweet and floral aroma.        | $3.49 | Fresh Herbs & Spices | No                |
| P1099      | Parsley Flakes          | Dried parsley flakes for garnishing and seasoning.  | $1.79 | Fresh Herbs & Spices | No                |
| P1100      | Curry Leaves            | Fresh curry leaves for authentic Indian dishes.     | $1.99 | Fresh Herbs & Spices | No                |
| CT1        | Colombian Dark Roast         | Rich and bold Colombian dark roast coffee.         | $8.99 | Coffee & Tea      | No                |
| CT2        | Green Tea Blend              | A refreshing blend of green tea leaves.            | $4.49 | Coffee & Tea      | Yes               |
| CT3        | Espresso Pods                | Convenient espresso pods for quick brewing.        | $10.99 | Coffee & Tea      | No                |
| CT4        | Chamomile Herbal Tea         | Calming chamomile herbal tea for relaxation.       | $3.99 | Coffee & Tea      | Yes               |
| CT5        | French Vanilla Coffee        | Smooth and creamy French vanilla-flavored coffee.  | $9.99 | Coffee & Tea      | No                |
| CT6        | Earl Grey Tea Bags           | Classic Earl Grey tea bags for tea lovers.         | $5.49 | Coffee & Tea      | Yes               |
| CT7        | Cold Brew Coffee             | Ready-to-drink cold brew coffee for on-the-go.     | $4.99 | Coffee & Tea      | No                |
| CT8        | Peppermint Infusion          | Invigorating peppermint infusion for a minty taste.| $3.79 | Coffee & Tea      | Yes               |
| CT9        | Hazelnut Coffee              | A delightful blend of hazelnut-flavored coffee.    | $7.49 | Coffee & Tea      | No                |
| CT10       | Jasmine Green Tea            | Fragrant jasmine green tea for a floral experience.| $6.99 | Coffee & Tea      | Yes               |
| ...        | ...                          | ...                                               | ...   | ...               | ...               |
| CT91       | Caramel Macchiato Pods       | Caramel macchiato-flavored coffee pods.            | $11.99 | Coffee & Tea      | No                |
| CT92       | Peppermint Mocha Coffee      | Indulgent peppermint mocha-flavored coffee.        | $8.99 | Coffee & Tea      | No                |
| CT93       | Lemon Ginger Herbal Tea      | Soothing lemon ginger herbal tea blend.            | $4.99 | Coffee & Tea      | Yes               |
| CT94       | Vanilla Chai Latte Mix       | Vanilla chai latte mix for a cozy beverage.        | $5.79 | Coffee & Tea      | No                |
| CT95       | White Tea and Peach Fusion   | White tea infused with peach for a fruity twist.   | $6.49 | Coffee & Tea      | Yes               |
| CT96       | Pumpkin Spice Coffee         | Seasonal pumpkin spice-flavored coffee.           | $9.49 | Coffee & Tea      | No                |
| CT97       | Blueberry Burst Herbal Tea   | Bursting with blueberry flavor herbal tea.         | $4.29 | Coffee & Tea      | Yes               |
| CT98       | Cappuccino Mix               | Instant cappuccino mix for a frothy treat.         | $7.99 | Coffee & Tea      | No                |
| CT99       | Gingerbread Latte Pods       | Gingerbread latte-flavored coffee pods.            | $10.99 | Coffee & Tea      | No                |
| CT100      | Peach Iced Tea               | Refreshing peach-flavored iced tea.               | $3.99 | Coffee & Tea      | Yes               |
| R1         | Basmati Rice            | Aromatic and long-grain Basmati rice.             | $4.99 | Rice & Grains    | No                |
| R2         | Quinoa                  | Nutrient-rich and versatile quinoa.               | $3.49 | Rice & Grains    | No                |
| R3         | Brown Rice              | Wholesome long-grain brown rice.                  | $2.99 | Rice & Grains    | Yes               |
| R4         | Arborio Rice            | Ideal for creamy risotto dishes.                  | $5.99 | Rice & Grains    | No                |
| R5         | Jasmine Rice            | Fragrant and fluffy jasmine rice.                 | $4.49 | Rice & Grains    | No                |
| R6         | Wild Rice Blend         | A blend of wild rice for a unique flavor.         | $6.99 | Rice & Grains    | No                |
| R7         | Couscous                | Quick-cooking couscous for various dishes.        | $1.99 | Rice & Grains    | No                |
| R8         | Basmati Rice (Organic)  | Organic and aromatic Basmati rice.                | $6.49 | Rice & Grains    | No                |
| R9         | Quinoa & Brown Rice Mix | Blend of quinoa and brown rice for a balanced meal.| $4.79 | Rice & Grains    | No                |
| R10        | Arborio Rice (Organic)  | Organic Arborio rice for gourmet recipes.         | $7.99 | Rice & Grains    | No                |
| ...        | ...                     | ...                                               | ...   | ...              | ...               |
| R91        | Red Lentils             | Quick-cooking red lentils for soups and stews.    | $2.49 | Rice & Grains    | Yes               |
| R92        | Bulgur Wheat            | Lightly processed bulgur wheat for salads.        | $3.29 | Rice & Grains    | No                |
| R93        | Barley                  | Whole barley grains for hearty soups.             | $2.79 | Rice & Grains    | No                |
| R94        | Brown Basmati Rice      | Wholesome and aromatic brown Basmati rice.        | $5.49 | Rice & Grains    | No                |
| R95        | Quinoa & Kale Blend     | Nutrient-packed quinoa and kale blend.            | $4.99 | Rice & Grains    | No                |
| R96        | White Jasmine Rice      | Fluffy and fragrant white jasmine rice.           | $3.99 | Rice & Grains    | No                |
| R97        | Farro                   | Ancient grain farro for salads and pilafs.        | $4.29 | Rice & Grains    | No                |
| R98        | Couscous (Organic)      | Organic quick-cooking couscous.                   | $2.29 | Rice & Grains    | No                |
